"session","created","modified","ended","expired","psid","respondentID","maxSalestax","doePath","doe","salesTaxpath","n1_1type","n1_1amount","n1_2type","n1_2amount","n1_2timing","n1_2timing2","n1_3type","n1_3amount","n1_4type","n1_4amount","n1_4timing","n1_4from","n2_1type","n2_1amount","n2_2type","n2_2amount","n2_2timing","n2_2timing2","n2_3type","n2_3amount","n2_4type","n2_4amount","n2_4timing","n2_4from","n3_1type","n3_1amount","n3_2type","n3_2amount","n3_2timing","n3_2timing2","n3_3type","n3_3amount","n3_4type","n3_4amount","n3_4timing","n3_4from","n4_1type","n4_1amount","n4_2type","n4_2amount","n4_2timing","n4_2timing2","n4_3type","n4_3amount","n4_4type","n4_4amount","n4_4timing","n4_4from","n5_1type","n5_1amount","n5_2type","n5_2amount","n5_2timing","n5_2timing2","n5_3type","n5_3amount","n5_4type","n5_4amount","n5_4timing","n5_4from","n6_1type","n6_1amount","n6_2type","n6_2amount","n6_2timing","n6_2timing2","n6_3type","n6_3amount","n6_4type","n6_4amount","n6_4timing","n6_4from","n7_1type","n7_1amount","n7_2type","n7_2amount","n7_2timing","n7_2timing2","n7_3type","n7_3amount","n7_4type","n7_4amount","n7_4timing","n7_4from","n8_1type","n8_1amount","n8_2type","n8_2amount","n8_2timing","n8_2timing2","n8_3type","n8_3amount","n8_4type","n8_4amount","n8_4timing","n8_4from","n9_1type","n9_1amount","n9_2type","n9_2amount","n9_2timing","n9_2timing2","n9_3type","n9_3amount","n9_4type","n9_4amount","n9_4timing","n9_4from","n10_1type","n10_1amount","n10_2type","n10_2amount","n10_2timing","n10_2timing2","n10_3type","n10_3amount","n10_4type","n10_4amount","n10_4timing","n10_4from","n1_1amount_label","n2_1amount_label","n3_1amount_label","n4_1amount_label","n5_1amount_label","n6_1amount_label","n7_1amount_label","n8_1amount_label","n9_1amount_label","n10_1amount_label","systime_cbc1_start","cbc1","systime_cbc1_end","cbc2","systime_cbc2_end","cbc3","systime_cbc3_end","cbc4","systime_cbc4_end","cbc5","systime_cbc5_end","cbc6","systime_cbc6_end","cbc7","systime_cbc7_end","cbc8","systime_cbc8_end","cbc9","systime_cbc9_end","cbc10","systime_cbc10_end","cbcSummary","cbcAllSame"
"6SYNqGQC7k1q_lNskur9BkiYq7VMrRzgsBrOhpWM0E8bryOrVY9wlJDWZBS4V5JC","2021-08-23 19:14:49","2021-08-23 19:16:15","2021-08-23 19:16:15","","FQZxCw4glWx4EKDpbveYYA**","5203","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$6,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$6,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$5,500","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$5,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$2,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$5,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$6,500","Rebate","$5,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$6,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,500","Rebate","$8,000","Time of Sale","Auto Manufacturer","1,300","2,600","2,600","1,300","2,600","1,300","1,300","2,600","1,300","2,600","2021-08-23 19:14:54","2","2021-08-23 19:15:19","3","2021-08-23 19:15:31","3","2021-08-23 19:15:39","4","2021-08-23 19:15:47","3","2021-08-23 19:15:52","4","2021-08-23 19:15:57","3","2021-08-23 19:16:02","3","2021-08-23 19:16:07","3","2021-08-23 19:16:10","4","2021-08-23 19:16:15","Array","0"
"2mK3WEoy0JJN5uqMVrBnhBb_4l8y1EXT2BveAWKPzrRECxVNPK-rflIrk2_9S0Cd","2021-08-23 19:15:01","2021-08-23 19:17:49","2021-08-23 19:17:49","","FQZxCw4glWwNw22Ri07ezA**","8194","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$2,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,500","Rebate","$3,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$7,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,500","Rebate","$4,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$7,500","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$3,500","Rebate","$3,500","Time of Sale","Government","1,300","2,600","1,300","2,600","2,600","2,600","1,300","2,600","1,300","1,300","2021-08-23 19:15:07","4","2021-08-23 19:15:26","4","2021-08-23 19:15:38","4","2021-08-23 19:15:49","4","2021-08-23 19:16:42","1","2021-08-23 19:16:55","4","2021-08-23 19:17:06","4","2021-08-23 19:17:14","1","2021-08-23 19:17:30","4","2021-08-23 19:17:38","4","2021-08-23 19:17:49","Array","0"
"aoLd-ivCBZQslvTzHwBSbifKt2U2-D2cWphpyjw2jY0EfLoTP-Fza-zCyaxAEbiy","2021-08-23 19:15:04","2021-08-23 19:16:50","2021-08-23 19:16:50","","FQZxCw4glWxgACywdAkGjA**","147","750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$8,000","2 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$6,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$3,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$5,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$7,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$3,500","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$6,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$6,000","6 weeks after purchase","Dealer","600","800","600","400","800","400","400","800","800","400","2021-08-23 19:15:10","4","2021-08-23 19:15:20","2","2021-08-23 19:15:33","4","2021-08-23 19:15:46","4","2021-08-23 19:16:00","4","2021-08-23 19:16:11","4","2021-08-23 19:16:22","4","2021-08-23 19:16:29","4","2021-08-23 19:16:36","2","2021-08-23 19:16:45","4","2021-08-23 19:16:50","Array","0"
"2-R446O4bdNdw128bztGDp--T7HQiVWDTHGrPgcX-GzqG3GiAyZllRtDxS-dAKyh","2021-08-23 19:15:04","2021-08-23 19:16:42","2021-08-23 19:16:42","","FQZxCw4glWwC0LDGkbUyaQ**","9156","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$3,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$2,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$3,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,000","Time of Sale","","Tax Deduction","$6,000","Rebate","$1,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,000","2 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$5,000","2 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$7,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,000","Rebate","$2,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$5,500","Time of Sale","Auto Manufacturer","2,600","2,600","2,600","2,000","2,600","1,300","1,300","2,600","1,300","2,000","2021-08-23 19:15:12","2","2021-08-23 19:15:28","4","2021-08-23 19:15:38","3","2021-08-23 19:15:45","3","2021-08-23 19:15:54","1","2021-08-23 19:16:05","4","2021-08-23 19:16:11","4","2021-08-23 19:16:22","1","2021-08-23 19:16:29","3","2021-08-23 19:16:36","4","2021-08-23 19:16:42","Array","0"
"92pq461Wa6kX1fAZvkxCsaMSwez_2tcO2dTOYzaenEcJnnZZPssl9lORTGOQmhVN","2021-08-23 19:15:46","2021-08-23 19:18:34","2021-08-23 19:18:35","","FQZxCw4glWyJjWvZm1EgDA**","3955","7500","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$5,500","Rebate","$7,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$8,000","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$7,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$6,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$6,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$8,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$2,000","Time of Sale","Government","5,600","7,500","3,800","3,800","7,500","3,800","3,800","7,500","7,500","7,500","2021-08-23 19:15:53","4","2021-08-23 19:16:08","1","2021-08-23 19:16:37","4","2021-08-23 19:16:51","4","2021-08-23 19:17:06","1","2021-08-23 19:17:25","4","2021-08-23 19:17:43","4","2021-08-23 19:17:55","1","2021-08-23 19:18:07","4","2021-08-23 19:18:20","1","2021-08-23 19:18:34","Array","0"
"Ej70nD1X01Bi1wCE5Q3eKTwzN5chLW5_fDKsvU612m02FgfTKZCk8GsTscx5eM6v","2021-08-23 19:15:46","2021-08-23 19:21:42","2021-08-23 19:21:43","","FQZxCw4glWz3-XHJE3a-hQ**","5894","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$4,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$7,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$4,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$3,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$2,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$5,500","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$8,000","2 weeks after purchase","Dealer","1,300","2,600","2,600","1,300","2,600","1,300","2,600","2,600","1,300","2,000","2021-08-23 19:16:24","2","2021-08-23 19:16:58","1","2021-08-23 19:17:23","4","2021-08-23 19:18:00","4","2021-08-23 19:18:39","1","2021-08-23 19:19:10","4","2021-08-23 19:19:47","3","2021-08-23 19:20:18","1","2021-08-23 19:20:46","4","2021-08-23 19:21:26","4","2021-08-23 19:21:42","Array","0"
"tQQHdcCa9cKV-80CAyA7uTUDatdQ4ZOWIZlEjloZeVT0DebMX5FYS0er-Pu_tQpJ","2021-08-23 19:15:57","2021-08-23 19:33:51","2021-08-23 19:33:52","","FQZxCw4glWzI_30X_zN5aw**","7019","1125","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$3,000","Rebate","$7,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$2,500","Rebate","$4,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$6,000","Time of Sale","","Tax Deduction","$4,000","Rebate","$6,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$5,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$3,500","2 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$3,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,500","Rebate","$5,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$2,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","Time of Sale","Auto Manufacturer","1,100","1,100","800","1,100","1,100","600","800","1,100","1,100","600","2021-08-23 19:29:28","4","2021-08-23 19:29:49","3","2021-08-23 19:30:09","2","2021-08-23 19:30:22","4","2021-08-23 19:30:32","4","2021-08-23 19:30:40","2","2021-08-23 19:32:42","3","2021-08-23 19:33:08","2","2021-08-23 19:33:21","2","2021-08-23 19:33:33","2","2021-08-23 19:33:52","Array","0"
"kbTydqm0NnZRM8GPEdxm1UkN7vYudnAOYSbaMakr15w552G0n9gRzncN68DO_oDY","2021-08-23 19:16:08","2021-08-23 19:19:46","2021-08-23 19:19:46","","FQZxCw4glWx6Hzkf0WgjNQ**","5055","1125","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,000","Rebate","$7,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$3,000","Rebate","$2,500","Time of Sale","Dealer","Sales Tax Exemption","0.5","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$4,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$7,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$2,000","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$5,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$6,000","Time of Sale","Dealer","600","1,100","600","600","1,100","1,100","800","1,100","1,100","600","2021-08-23 19:16:33","4","2021-08-23 19:16:50","4","2021-08-23 19:17:04","2","2021-08-23 19:17:29","2","2021-08-23 19:17:53","4","2021-08-23 19:18:05","3","2021-08-23 19:18:42","3","2021-08-23 19:18:50","2","2021-08-23 19:19:04","3","2021-08-23 19:19:31","2","2021-08-23 19:19:46","Array","0"
"JwRUsjUYodCKaQnb0iqyZIDyIwq--VIhrfIEdk503dx4OTBRiAdpGoDVhWWlQ4BZ","2021-08-23 19:16:35","2021-08-23 19:17:49","2021-08-23 19:17:49","","FQZxCw4glWzczQ4GJ2WtOw**","2557","3000","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$3,500","Rebate","$6,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$7,500","Time of Sale","Government","Sales Tax Exemption","0.75","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$3,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$2,000","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$4,000","Rebate","$3,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$3,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$6,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$3,500","Rebate","$4,000","2 weeks after purchase","Government","2,200","3,000","2,200","2,200","3,000","3,000","2,200","3,000","3,000","2,200","2021-08-23 19:16:40","2","2021-08-23 19:16:55","2","2021-08-23 19:17:05","4","2021-08-23 19:17:10","2","2021-08-23 19:17:16","2","2021-08-23 19:17:22","4","2021-08-23 19:17:33","2","2021-08-23 19:17:36","2","2021-08-23 19:17:40","2","2021-08-23 19:17:45","2","2021-08-23 19:17:49","Array","0"
"Xurb4I_8VvuQt4ZUQLRm2LgE4wEijNxFJJDFTxe-c9WCBKKsiiGhdsVpkaSEwDvk","2021-08-23 19:16:40","2021-08-23 19:19:56","2021-08-23 19:19:56","","FQZxCw4glWwcXK_bEyYZfQ**","3068","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$6,500","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$6,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$6,000","Time of Sale","","Tax Deduction","$3,000","Rebate","$7,000","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$5,500","Rebate","$8,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$4,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,500","Rebate","$8,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,000","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$4,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$5,500","Rebate","$3,000","6 weeks after purchase","Auto Manufacturer","1,300","2,600","2,600","2,600","2,600","2,000","2,600","2,600","1,300","2,000","2021-08-23 19:16:53","2","2021-08-23 19:17:29","1","2021-08-23 19:18:12","4","2021-08-23 19:18:33","4","2021-08-23 19:18:44","2","2021-08-23 19:18:55","4","2021-08-23 19:19:10","4","2021-08-23 19:19:25","2","2021-08-23 19:19:37","4","2021-08-23 19:19:46","3","2021-08-23 19:19:56","Array","0"
