"session","created","modified","ended","expired","psid","ip_address","browser","respondentID","dynata_root","dynata_complete","dynata_screen","dynata_quota","inMarket","zip","income","inMarketscreenout","incomescreenout"
"ceU4vRAXObTLMEIz7cZUGo4dKwRDFj_2E2eZ5jj6dAQZN2bAYASFhMjH4-0DMGQW","2021-11-05 00:48:38","2021-11-05 00:49:09","2021-11-05 00:49:09","","85syV5osN2Wc0gXMEIfHzQ**","98.214.85.190","Mozilla/5.0 (Linux; Android 8.1.0; SM-J260A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","5284","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Wc0gXMEIfHzQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Wc0gXMEIfHzQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Wc0gXMEIfHzQ**","1year","46143","inc_35to50","0","0"
"MxYnhAGGEkaW12XorXzowb5Fz4FG4tFKYALqQe-k3m1c7vkVad-x1kRV_82exY8D","2021-11-05 00:50:18","2021-11-05 00:51:17","2021-11-05 00:51:17","","85syV5osN2VNDkiBc-WZfQ**","24.3.200.133","Mozilla/5.0 (Linux; Android 11; SM-G996U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","4768","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VNDkiBc-WZfQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VNDkiBc-WZfQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VNDkiBc-WZfQ**","no_timeline","15063","under25","0","0"
"S96k5nIyZeygNSr2YNaO_serp0QGYvTl0otSoHU0ZTxl1K_klzqZm_xBMrtlOZrt","2021-11-05 00:53:02","2021-11-05 00:53:35","2021-11-05 00:53:35","","85syV5osN2WmL4zzAUj99g**","104.55.2.245","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0","2719","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WmL4zzAUj99g**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WmL4zzAUj99g**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WmL4zzAUj99g**","not_in_market","32909","under25","1","0"
"FUpwdU5lL4mQTpaulzOuQx89cbio5CHmcYp6KLu0sWfqT7wxKz7hgXY_I-i3YK9u","2021-11-05 00:57:42","2021-11-05 00:58:07","2021-11-05 00:58:08","","85syV5osN2W0Fyjmk9wldw**","100.6.134.88","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","5977","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2W0Fyjmk9wldw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2W0Fyjmk9wldw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2W0Fyjmk9wldw**","no_timeline","15210","under25","0","0"
"9oEYwALvli_D6ecFRZFpyuWkMEHRe-4OSnW0AT-VC3xP-nRSu60-rLbqiidGLQdt","2021-11-05 00:58:07","2021-11-05 00:59:17","2021-11-05 00:59:17","","85syV5osN2WOs2mnxeA8SA**","98.114.196.96","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0","4556","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WOs2mnxeA8SA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WOs2mnxeA8SA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WOs2mnxeA8SA**","0-3months","19335","under25","0","0"
"RX-N34KsJHiHGkbZrFgGg23K-1YJNESjYzRY7QPcaFdUQfLFU_eEjz6OVFIkjN9s","2021-11-05 00:59:42","2021-11-05 01:03:45","2021-11-05 01:03:45","","85syV5osN2UDOfv3rMsNJQ**","107.77.197.79","Mozilla/5.0 (Linux; Android 10; Alcatel_5002R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36","3258","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UDOfv3rMsNJQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UDOfv3rMsNJQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UDOfv3rMsNJQ**","1year","72450","under25","0","0"
"PzES56q7CKFpGvLzllVenVRqRi7yMlNJWO6HQj5DmU36fihWd96VclvXZ4Y8DDuy","2021-11-05 01:00:29","2021-11-05 01:02:10","2021-11-05 01:02:10","","85syV5osN2WFDYmskcJWJg**","24.194.127.42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","9301","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WFDYmskcJWJg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WFDYmskcJWJg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WFDYmskcJWJg**","1year","12078","under25","0","0"
"X605pf0IEOsVMtILh2jJoGNK5k3Q6r9czIhZw9pJ3zaU_7ueRBjEQhk2by8GVHHr","2021-11-05 01:00:53","","","","85syV5osN2UZmaPzhuaWSg**","23.127.205.50","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","1383","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UZmaPzhuaWSg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UZmaPzhuaWSg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UZmaPzhuaWSg**","","","","",""
"B-DNSHhVlDhw29upg-lftd-2eCn_ZYB0NmtkN3Rm6xsN4VhPIaBLYDduFW3mgKJ8","2021-11-05 01:00:54","","","","85syV5osN2UZmaPzhuaWSg**","23.127.205.50","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","4615","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UZmaPzhuaWSg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UZmaPzhuaWSg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UZmaPzhuaWSg**","","","","",""
"QvyWQRokjx0vdjB53yd5yx2_ntYT4gOswYQfIOOk8IGLZY7V-A65wteQrhKcbR5n","2021-11-05 01:02:29","","","","85syV5osN2WFDYmskcJWJg**","3.94.122.15","Mozilla/5.0 (compatible; proximic; +https://www.comscore.com/Web-Crawler)","4795","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WFDYmskcJWJg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WFDYmskcJWJg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WFDYmskcJWJg**","","","","",""
"gTAu9cmELWJSXJzvIH8IAVvqygeKwoxJ_Nzq57h5b6LSCXISV0_LDYoDe_mNJ7Hs","2021-11-05 01:02:30","","","","85syV5osN2WFDYmskcJWJg**","54.92.188.135","Mozilla/5.0 (compatible; proximic; +https://www.comscore.com/Web-Crawler)","5906","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WFDYmskcJWJg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WFDYmskcJWJg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WFDYmskcJWJg**","","","","",""
"Mc9e8qcKEAKxHsag-zrPLLHfsAcVbyq8-786QpCkPL625fvv7xvHh4qw6SdQJ0Fg","2021-11-05 01:03:44","","","","","","","","","","","","","","","",""
"0qoyqQOevWMLFTeZgoLbkl2zn6t9oYXDYw54XwJQ5ukqT4C4pXKLGVOKzGfuaEvy","2021-11-05 01:05:09","2021-11-05 01:06:49","2021-11-05 01:06:49","","85syV5osN2X5ljll4q9bFA**","76.24.86.112","Mozilla/5.0 (Linux; Android 9; KFONWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/93.2.7 like Chrome/93.0.4577.82 Safari/537.36","259","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2X5ljll4q9bFA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2X5ljll4q9bFA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2X5ljll4q9bFA**","not_in_market","2302","inc_25to35","1","0"
"59ZxRieN1J5nqmawUVBxepIVKpootL0u8-Rv3CpuQGNyC_5MvTFQ9UH-00TeAZLX","2021-11-05 01:05:16","2021-11-05 01:05:45","2021-11-05 01:05:45","","85syV5osN2UvMyKnsr2zgg**","71.28.251.7","Mozilla/5.0 (Linux; Android 9; LGL722DL Build/PKQ1.190302.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.82 Mobile Safari/537.36","1011","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UvMyKnsr2zgg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UvMyKnsr2zgg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UvMyKnsr2zgg**","0-3months","31788","under25","0","0"
