"session","created","modified","ended","expired","psid","ip_address","browser","respondentID","dynata_root","dynata_complete","dynata_screen","dynata_quota","inMarket","zip","income","inMarketscreenout","incomescreenout"
"z5YejrVKe8IEZRak89LvzKlZ07I6AXFftTLbMiLr3AgjF2aaaxiJiaVjeyT-9TzJ","2021-10-29 14:36:06","2021-10-29 14:36:28","2021-10-29 14:36:28","","85syV5osN2WxGH2cIw4frw**","174.250.209.110","Mozilla/5.0 (Linux; Android 11; SM-T500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36","4456","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WxGH2cIw4frw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WxGH2cIw4frw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WxGH2cIw4frw**","1year","65616","inc_35to50","0","0"
"mv4CyMQzocb-W7IJjTcKtzYiWU6tAySa_GakZuPNgeXP2YSxxcawHnzYTOgH1MMw","2021-10-29 14:36:58","2021-10-29 14:37:33","2021-10-29 14:37:33","","85syV5osN2XOfUT8qN-EmA**","76.250.153.181","Mozilla/5.0 (Linux; Android 11; SM-A105M Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","3525","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XOfUT8qN-EmA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XOfUT8qN-EmA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XOfUT8qN-EmA**","1year","77995","inc_35to50","0","0"
"DnVcx4MO6QA0Q8ysRU4jFOAMwIiPBUnXDn789aEXEtja5F7A17XTN43W7FhpKYX8","2021-10-29 14:37:01","2021-10-29 14:37:29","2021-10-29 14:37:29","","85syV5osN2Xkw4JFF6h6vQ**","192.24.228.123","Mozilla/5.0 (Linux; Android 11; SM-G973U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","9754","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Xkw4JFF6h6vQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Xkw4JFF6h6vQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Xkw4JFF6h6vQ**","1year","41005","inc_35to50","0","0"
"rSmIWCMKV-TJhkrfSDC6C49yTpXPhdUmT9rIT7FJILHeoYP57vAH71v7hz0ZhXXa","2021-10-29 14:37:05","2021-10-29 14:38:02","2021-10-29 14:38:02","","85syV5osN2WMat8z-sKrJA**","38.22.30.205","Mozilla/5.0 (Linux; Android 10; LM-K500 Build/QKQ1.200730.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","6549","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WMat8z-sKrJA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WMat8z-sKrJA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WMat8z-sKrJA**","1year","85339","under25","0","0"
"JxsqO3lylWrGVsOQ9Rx0ojVMcpFVbTZJzntY8x3PQt5RS1E1rTm5otBsJah9JPzZ","2021-10-29 14:37:11","2021-10-29 14:37:29","2021-10-29 14:37:29","","85syV5osN2U8x8rb13phUQ**","72.94.33.240","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","6742","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2U8x8rb13phUQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2U8x8rb13phUQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2U8x8rb13phUQ**","1year","19141","under25","0","0"
"VZeI2V2qbTzqee4R7M9QmNKFZ_PVthxhgr47HCxe7gk8LlnAP9FkkLQiizF72sAo","2021-10-29 14:37:37","2021-10-29 14:38:40","2021-10-29 14:38:40","","85syV5osN2X8ZVGZ5hw7qQ**","71.91.4.35","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","4078","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2X8ZVGZ5hw7qQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2X8ZVGZ5hw7qQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2X8ZVGZ5hw7qQ**","0-3months","35242","inc_50to75","0","1"
"np1Z1sPLuf5pt0Kjj4zcjR5qg4wBQO5cgeN48kpmRx3sC59D0awU6V1xm650Q7oM","2021-10-29 14:37:44","2021-10-29 14:38:32","2021-10-29 14:38:33","","85syV5osN2XQHBEsqJSYew**","50.38.163.88","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.63","4657","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XQHBEsqJSYew**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XQHBEsqJSYew**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XQHBEsqJSYew**","1year","86401","inc_35to50","0","0"
"UV1O1TdeTTgu9j-vI0OWzzzejKy-BjIm3SlZqmJCFHfcznmSBh2HQVtMp7Z_NOZE","2021-10-29 14:37:51","2021-10-29 14:38:25","2021-10-29 14:38:26","","85syV5osN2X6GcwR4TSOpA**","172.58.140.135","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","1056","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2X6GcwR4TSOpA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2X6GcwR4TSOpA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2X6GcwR4TSOpA**","1year","60171","inc_35to50","0","0"
"k2HQ8mCmziC3IoHOgNWG1-tAUy1lZyX25AaJLX9ta3CdM7L44pMmuJh9MReOGBQf","2021-10-29 14:38:04","2021-10-29 14:38:40","2021-10-29 14:38:40","","85syV5osN2Xqvc1IWI5gjA**","45.30.150.71","Mozilla/5.0 (Linux; Android 11; SM-S205DL Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","4309","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Xqvc1IWI5gjA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Xqvc1IWI5gjA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Xqvc1IWI5gjA**","0-3months","32607","inc_25to35","0","0"
"8cYBcMo9XLQUnOptR8JbcdHkVYpJFmCvLfRVcz-zMAisz3ESlYzhKGCmQTVRJnGW","2021-10-29 14:38:04","2021-10-29 14:38:48","2021-10-29 14:38:48","","85syV5osN2WTwoFjm0YXHA**","174.203.130.46","Mozilla/5.0 (Linux; Android 10; moto e Build/QPGS30.82-135-9; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.71 Mobile Safari/537.36","8710","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WTwoFjm0YXHA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WTwoFjm0YXHA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WTwoFjm0YXHA**","1year","25045","inc_25to35","0","0"
"39U_ty83kQB4ZZZJY6ANusDLNwMEKslGUFh6ZhriWX3P0rGJ1KcCijArUcYE1R9x","2021-10-29 14:38:04","2021-10-29 14:38:30","2021-10-29 14:38:30","","85syV5osN2XiNf4wT7tpSw**","172.58.237.156","Mozilla/5.0 (Linux; Android 11; SM-A326U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","3811","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XiNf4wT7tpSw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XiNf4wT7tpSw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XiNf4wT7tpSw**","1year","14610","inc_35to50","0","0"
"aVUEiO7-qm0Z9ORyqkUPLsdrKPT0diBBK8gXWi-ZKj9pSDVxhSB3mHq-QNty5VPY","2021-10-29 14:38:19","2021-10-29 14:38:41","2021-10-29 14:38:41","","85syV5osN2WGZ8DYhZ5KdQ**","174.198.196.101","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","7878","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WGZ8DYhZ5KdQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WGZ8DYhZ5KdQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WGZ8DYhZ5KdQ**","0-3months","19320","inc_25to35","0","0"
"LReYH9PPshkbka-EoISlyZcV7PvegIu3GT4H6-szVe6ZfGv0XqJ8Z3ICSJURa7Cy","2021-10-29 14:38:28","2021-10-29 14:39:10","2021-10-29 14:39:10","","85syV5osN2Uh1HnvbXiWEg**","24.167.169.221","Mozilla/5.0 (Linux; Android 10; moto g stylus (2021) Build/QPCS30.Q4-31-93-5; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","1814","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Uh1HnvbXiWEg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Uh1HnvbXiWEg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Uh1HnvbXiWEg**","0-3months","27407","inc_50to75","0","1"
"AXeRYEPycZZfO5TLyibZ8BqhRGI5vFh1lcAEPmHghrA8sTxMyQMBqWSw7lzl-2X5","2021-10-29 14:38:38","2021-10-29 14:42:50","2021-10-29 14:42:50","","85syV5osN2Ws4psxtBFI9A**","172.58.102.209","Mozilla/5.0 (Linux; Android 10; LM-Q720 Build/QKQ1.200308.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36","1810","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Ws4psxtBFI9A**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Ws4psxtBFI9A**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Ws4psxtBFI9A**","1year","75062","under25","0","0"
"O87KvcEwlp35dbdfEIhp4h8zPMZSYmMA8RM6gyWlunWNMbOtBItO7HyBRKrJVDcX","2021-10-29 14:38:43","2021-10-29 14:39:43","2021-10-29 14:39:44","","85syV5osN2XphIVnbKyqTA**","72.204.61.45","Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","9238","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XphIVnbKyqTA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XphIVnbKyqTA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XphIVnbKyqTA**","0-3months","72703","inc_50to75","0","1"
"W4XjPDbyRC06xy2OwVYANwjccpytUJX6vwmlThI_9RXUTGiCae5HvcoYSSMYF46k","2021-10-29 14:38:53","2021-10-29 14:39:23","2021-10-29 14:39:23","","85syV5osN2XgbmDBNKueJg**","98.21.44.44","Mozilla/5.0 (Linux; Android 11; moto g power (XT2041DL) Build/RPMS31.Q1-54-13-6; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","8229","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XgbmDBNKueJg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XgbmDBNKueJg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XgbmDBNKueJg**","1year","29047","inc_25to35","0","0"
"4oBg02IseszsEra2JaVsiWpQr5-CxAJ81V0cSbCsy5qXYC0bs3Q_gQKP5__tOD9q","2021-10-29 14:39:05","2021-10-29 14:39:42","2021-10-29 14:39:42","","85syV5osN2U2-G3Ox7xCBA**","24.115.124.94","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36","3214","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2U2-G3Ox7xCBA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2U2-G3Ox7xCBA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2U2-G3Ox7xCBA**","0-3months","17851","inc_35to50","0","0"
"f-4fP-bD37gwxnD3ZIbu9z4CLrRmyJMaYBrB5RwApFpyv0pXTkasZc7PCYBbo-kH","2021-10-29 14:39:10","2021-10-29 14:39:51","2021-10-29 14:39:52","","85syV5osN2UMTX_yvBvdBA**","166.205.87.134","Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","7698","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UMTX_yvBvdBA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UMTX_yvBvdBA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UMTX_yvBvdBA**","0-3months","94102","inc_25to35","0","0"
"YhK2E8DD_TVeJZV0oSGJZG8gwTiskAtGW38G0SzdNPIsqPC8HXWWQzRtvXQkq3Y9","2021-10-29 14:39:14","2021-10-29 14:39:48","2021-10-29 14:39:48","","85syV5osN2UtufTydhQCtA**","172.58.142.144","Mozilla/5.0 (Linux; Android 9; moto e6 (XT2005DL)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36","6371","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UtufTydhQCtA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UtufTydhQCtA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UtufTydhQCtA**","1year","36353","inc_25to35","0","0"
"i2ncfla4BrzJiP_-5qumedgb7nJNpAiIHxLcOtRkB9isd19qxhLToxRarUbsfF3h","2021-10-29 14:39:32","2021-10-29 14:40:00","2021-10-29 14:40:00","","85syV5osN2VLg1G5wOED6A**","73.58.159.11","Mozilla/5.0 (Linux; Android 10; moto e (XT2052DL) Build/QPGS30.82-141-7; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","5704","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VLg1G5wOED6A**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VLg1G5wOED6A**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VLg1G5wOED6A**","1year","24219","under25","0","0"
"JCto4eoQHW7Ao_bkH54LMnXKN8IAOzNsnzMEoGLkKb_D3HXGwWvZdmu7FoxhoVnG","2021-10-29 14:39:33","2021-10-29 14:40:17","2021-10-29 14:40:17","","85syV5osN2UagIJCrV0Ulw**","50.86.55.226","Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","2906","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2UagIJCrV0Ulw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2UagIJCrV0Ulw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2UagIJCrV0Ulw**","0-3months","39046","under25","0","0"
"O5ajNsBFmHL3ObmNH1C7wEcf9zJ7UGdGVbx7gU3qDJFBk486K1WksutDLw-lDtHS","2021-10-29 14:39:43","2021-10-29 14:40:11","2021-10-29 14:40:12","","85syV5osN2ULhBzb73l5Dw**","68.103.7.149","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","9450","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2ULhBzb73l5Dw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2ULhBzb73l5Dw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2ULhBzb73l5Dw**","1year","67550","inc_35to50","0","0"
"sPuOe9WprcyE-mgcz1Lf0N_3-tJG6LNfvIv1O3kWqBdDxET7QAf0GqKFijP6E-Kc","2021-10-29 14:39:47","2021-10-29 14:40:41","2021-10-29 14:40:41","","85syV5osN2VY-Vd-IfHSTw**","172.58.158.202","Mozilla/5.0 (Linux; Android 8.0.0; moto e5 cruise Build/OCPS27.91-157-28-12; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","3783","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VY-Vd-IfHSTw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VY-Vd-IfHSTw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VY-Vd-IfHSTw**","1year","43512","inc_35to50","0","0"
"oQ5C9dIKVBftde3GnWtK7hmHlMtcLcZ1fDA1Z1-1bjLID33tagZRUMdOi4n8OJ6_","2021-10-29 14:39:56","2021-10-29 14:40:26","2021-10-29 14:40:26","","85syV5osN2Uc2uNb-Q9rzg**","100.40.222.50","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","2066","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Uc2uNb-Q9rzg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Uc2uNb-Q9rzg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Uc2uNb-Q9rzg**","1year","12603","inc_25to35","0","0"
"ve7uOr201tnwFLKDeO9NSjnBsL1i2kmayelYHBYqbXxQBgy1mLm1kf3wRin8W-Q_","2021-10-29 14:40:04","2021-10-29 14:40:38","2021-10-29 14:40:38","","85syV5osN2XnrJpLc_blpA**","97.80.161.131","Mozilla/5.0 (Linux; Android 10; SM-A115U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36","7333","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XnrJpLc_blpA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XnrJpLc_blpA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XnrJpLc_blpA**","1year","30518","inc_25to35","0","0"
"z_sWRbRNlzIfUNPSuGCNCArqhByGFljLvMNgOT1iPk3uMQBeAymlIjYz9eRRfB42","2021-10-29 14:40:10","2021-10-29 14:40:41","2021-10-29 14:40:42","","85syV5osN2VsxBWCqL2lhA**","98.231.57.235","Mozilla/5.0 (Linux; Android 9; LM-Q720 Build/PKQ1.190302.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","1120","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VsxBWCqL2lhA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VsxBWCqL2lhA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VsxBWCqL2lhA**","1year","32097","under25","0","0"
"FaxDoQ3oEzTv661cqdxOKJSBrRTJqctEgV321K2DAo63WYdqT6yTGrgRhslEu7pz","2021-10-29 14:40:11","2021-10-29 14:40:52","2021-10-29 14:40:53","","85syV5osN2VsqWa3hHxbZg**","98.24.97.22","Mozilla/5.0 (Linux; Android 11; GM1915 Build/RKQ1.201022.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36","2179","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VsqWa3hHxbZg**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VsqWa3hHxbZg**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VsqWa3hHxbZg**","0-3months","19030","inc_50to75","0","1"
"ZvMMdvAcvQfLogfPP9JvOs2wy96bi0WfCM1MfPe4h51b3qOftsUT0zlRj-fGF6sK","2021-10-29 14:40:21","2021-10-29 14:41:10","2021-10-29 14:41:10","","85syV5osN2VpozyOO-ipxQ**","73.245.247.120","Mozilla/5.0 (Linux; Android 11; SM-A716U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","9278","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VpozyOO-ipxQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VpozyOO-ipxQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VpozyOO-ipxQ**","1year","34987","inc_35to50","0","0"
"lf44RA2wiR28LoUwSjyUhkhwiRLGLKOgx0XIbGkcintNIvCPp5RR1f28uxc6fPTw","2021-10-29 14:40:21","2021-10-29 14:41:28","2021-10-29 14:41:28","","85syV5osN2WNWMnkSv-qwA**","172.58.187.125","Mozilla/5.0 (Linux; Android 9; Z3351S Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.85 Mobile Safari/537.36","5034","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2WNWMnkSv-qwA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2WNWMnkSv-qwA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2WNWMnkSv-qwA**","0-3months","65714","inc_250to300","0","1"
"AP5jP_K9XsA22F4vlapdwJwiOD6S-tB3U3yKShWO5CL5cnHeXZSNnHQZyLY9Dphy","2021-10-29 14:40:31","2021-10-29 14:40:56","2021-10-29 14:40:56","","85syV5osN2Wv0j87EB3YmQ**","50.86.51.229","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A115U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36","8304","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2Wv0j87EB3YmQ**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2Wv0j87EB3YmQ**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2Wv0j87EB3YmQ**","0-3months","38965","inc_25to35","0","0"
"4qzL2ZwtluWtE-HXeLar_-WdTXJ-ElTocjR9a6TWNnQABCU3jid6K5v8Dqbdf3lC","2021-10-29 14:40:33","2021-10-29 14:41:13","2021-10-29 14:41:14","","85syV5osN2VvLYVZGmKxdw**","24.230.59.72","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","954","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2VvLYVZGmKxdw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2VvLYVZGmKxdw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2VvLYVZGmKxdw**","1year","55398","inc_35to50","0","0"
"PfJYfRROMxxgcW4v4WDiSbIiWsB_EqbHAogCZjC4RBpzP7Z3g7fKfI29SIgXqUr9","2021-10-29 14:40:42","2021-10-29 14:41:28","2021-10-29 14:41:28","","85syV5osN2X70G6qGUDXwA**","24.61.92.234","Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","2674","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2X70G6qGUDXwA**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2X70G6qGUDXwA**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2X70G6qGUDXwA**","1year","3060","inc_35to50","0","0"
"Zg-0gzY0hGy5-2CzroQvzhrDYE69FQ8bm7pTVeaC44XQ2rOjXkHwc2UtifgZYvLJ","2021-10-29 14:40:43","2021-10-29 14:41:10","2021-10-29 14:41:11","","85syV5osN2XPBATzCSXBaw**","73.1.239.143","Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148","3986","https://dkr1.ssisurveys.com/projects/end?","https://dkr1.ssisurveys.com/projects/end?rst=1&psid=85syV5osN2XPBATzCSXBaw**&basic=13813","https://dkr1.ssisurveys.com/projects/end?rst=2&psid=85syV5osN2XPBATzCSXBaw**","https://dkr1.ssisurveys.com/projects/end?rst=3&psid=85syV5osN2XPBATzCSXBaw**","0-3months","34951","under25","0","0"
